adahessian0.003,adahessian0.0003,adahessian3e-05,adamw
5.146807250976562,5.146807250976562,5.146807250976562,5.146807250976562
3.3218759655952455,3.3218759655952455,3.3218759655952455,3.3218759655952455
2.0490704667568207,2.0490704667568207,2.0490704667568207,2.0490704667568207
1.6689583337306977,1.6689583337306977,1.6689583337306977,1.6689583337306977
1.563150626420975,1.563150626420975,1.563150626420975,1.563150626420975
1.4771603006124496,1.4771603006124496,1.4771603006124496,1.4771603006124496
1.373753622174263,1.373753622174263,1.373753622174263,1.373753622174263
1.3160570216178895,1.3160570216178895,1.3160570216178895,1.3160570216178895
1.3059894663095477,1.3059894663095477,1.3059894663095477,1.3059894663095477
1.2835332572460174,1.2835332572460174,1.2835332572460174,1.2835332572460174
1.2186857783794405,1.2186857783794405,1.2186857783794405,1.2186857783794405
1.2879657858610154,1.2879657858610154,1.2879657858610154,1.2879657858610154
1.1445321333408356,1.1445321333408356,1.1445321333408356,1.1445321333408356
1.21326928794384,1.21326928794384,1.21326928794384,1.21326928794384
1.2217196500301362,1.2217196500301362,1.2217196500301362,1.2217196500301362
1.2907901227474212,1.2907901227474212,1.2907901227474212,1.2907901227474212
1.1927647179365155,1.1927647179365155,1.1927647179365155,1.1927647179365155
1.1916758647561074,1.1916758647561074,1.1916758647561074,1.1916758647561074
1.2038696664571762,1.2038696664571762,1.2038696664571762,1.2038696664571762
1.186912950873375,1.186912950873375,1.186912950873375,1.186912950873375
1.1596033054590225,1.1596033054590225,1.1596033054590225,1.1596033054590225
1.137016975879669,1.137016975879669,1.137016975879669,1.137016975879669
1.2308278262615204,1.2308278262615204,1.2308278262615204,1.2308278262615204
1.124852534532547,1.124852534532547,1.124852534532547,1.124852534532547
1.1926055979728698,1.1926055979728698,1.1926055979728698,1.1926055979728698
1.185084519982338,1.185084519982338,1.185084519982338,1.185084519982338
1.1711227172613143,1.1711227172613143,1.1711227172613143,1.1711227172613143
1.191516251862049,1.191516251862049,1.191516251862049,1.191516251862049
1.1443683195114136,1.1443683195114136,1.1443683195114136,1.1443683195114136
1.112954012453556,1.112954012453556,1.112954012453556,1.112954012453556
1.1805246180295943,1.1805246180295943,1.1805246180295943,1.1805246180295943
1.160829250216484,1.160829250216484,1.160829250216484,1.160829250216484
1.107479852735996,1.107479852735996,1.107479852735996,1.107479852735996
1.1931301766633988,1.1931301766633988,1.1931301766633988,1.1931301766633988
1.1710169664025307,1.1710169664025307,1.1710169664025307,1.1710169664025307
1.0909551084041595,1.0909551084041595,1.0909551084041595,1.0909551084041595
1.1292438271641732,1.1292438271641732,1.1292438271641732,1.1292438271641732
1.088779643177986,1.088779643177986,1.088779643177986,1.088779643177986
1.088091451525688,1.088091451525688,1.088091451525688,1.088091451525688
1.094203568994999,1.094203568994999,1.094203568994999,1.094203568994999
1.0625308483839035,1.0625308483839035,1.0625308483839035,1.0625308483839035
1.0509107160568236,1.0509107160568236,1.0509107160568236,1.0509107160568236
1.0445246091485023,1.0445246091485023,1.0445246091485023,1.0445246091485023
1.105017930269241,1.105017930269241,1.105017930269241,1.105017930269241
1.043621240854263,1.043621240854263,1.043621240854263,1.043621240854263
1.0722966611385345,1.0722966611385345,1.0722966611385345,1.0722966611385345
1.0545913225412369,1.0545913225412369,1.0545913225412369,1.0545913225412369
1.1476839685440063,1.1476839685440063,1.1476839685440063,1.1476839685440063
1.0368507704138756,1.0368507704138756,1.0368507704138756,1.0368507704138756
1.0762614411115647,1.0762614411115647,1.0762614411115647,1.0762614411115647
1.0828569900989533,1.0828569900989533,1.0828569900989533,1.0828569900989533
1.1059155201911923,1.1059155201911923,1.1059155201911923,1.1059155201911923
1.0713348799943925,1.0713348799943925,1.0713348799943925,1.0713348799943925
1.0893783235549928,1.0893783235549928,1.0893783235549928,1.0893783235549928
0.98997361600399,0.98997361600399,0.98997361600399,0.98997361600399
1.0380966439843178,1.0380966439843178,1.0380966439843178,1.0380966439843178
1.0618466499447825,1.0618466499447825,1.0618466499447825,1.0618466499447825
1.0134445708990096,1.0134445708990096,1.0134445708990096,1.0134445708990096
1.037465879023075,1.037465879023075,1.037465879023075,1.037465879023075
1.0653299355506898,1.0653299355506898,1.0653299355506898,1.0653299355506898
1.0369843760132789,1.0369843760132789,1.0369843760132789,1.0369843760132789
1.0161018124222756,1.0161018124222756,1.0161018124222756,1.0161018124222756
0.9950720417499542,0.9950720417499542,0.9950720417499542,0.9950720417499542
0.9857000060379504,0.9857000060379504,0.9857000060379504,0.9857000060379504
0.9685072922706603,0.9685072922706603,0.9685072922706603,0.9685072922706603
0.9878878101706504,0.9878878101706504,0.9878878101706504,0.9878878101706504
1.045818653702736,1.045818653702736,1.045818653702736,1.045818653702736
1.1121506571769717,1.1121506571769717,1.1121506571769717,1.1121506571769717
1.0486720430850982,1.0486720430850982,1.0486720430850982,1.0486720430850982
0.9801476231217384,0.9801476231217384,0.9801476231217384,0.9801476231217384
1.0085680988430976,1.0085680988430976,1.0085680988430976,1.0085680988430976
1.0134257829189302,1.0134257829189302,1.0134257829189302,1.0134257829189302
0.9671158972382544,0.9671158972382544,0.9671158972382544,0.9671158972382544
0.9627391374111176,0.9627391374111176,0.9627391374111176,0.9627391374111176
0.9970218724012376,0.9970218724012376,0.9970218724012376,0.9970218724012376
0.9588887161016464,0.9588887161016464,0.9588887161016464,0.9588887161016464
0.9363408651947976,0.9363408651947976,0.9363408651947976,0.9363408651947976
0.9676775720715522,0.9676775720715522,0.9676775720715522,0.9676775720715522
0.8991058233380318,0.8991058233380318,0.8991058233380318,0.8991058233380318
0.9461986202001572,0.9461986202001572,0.9461986202001572,0.9461986202001572
0.9953703132271766,0.9953703132271766,0.9953703132271766,0.9953703132271766
0.9781667825579644,0.9781667825579644,0.9781667825579644,0.9781667825579644
0.9123752684146167,0.9123752684146167,0.9123752684146167,0.9123752684146167
0.8465837542712689,0.8465837542712689,0.8465837542712689,0.8465837542712689
0.7679564163088799,0.7679564163088799,0.7679564163088799,0.7679564163088799
0.7348883719742298,0.7348883719742298,0.7348883719742298,0.7348883719742298
0.7673978051543235,0.7673978051543235,0.7673978051543235,0.7673978051543235
0.8009711149334907,0.8009711149334907,0.8009711149334907,0.8009711149334907
0.7893041478097439,0.7893041478097439,0.7893041478097439,0.7893041478097439
0.7246537616848946,0.7246537616848946,0.7246537616848946,0.7246537616848946
0.7740724694728851,0.7740724694728851,0.7740724694728851,0.7740724694728851
0.744716283455491,0.744716283455491,0.744716283455491,0.744716283455491
0.7263626767694951,0.7263626767694951,0.7263626767694951,0.7263626767694951
0.7665431100130081,0.7665431100130081,0.7665431100130081,0.7665431100130081
0.7852459827065468,0.7852459827065468,0.7852459827065468,0.7852459827065468
0.8017755556106567,0.8017755556106567,0.8017755556106567,0.8017755556106567
0.7915260344743729,0.7915260344743729,0.7915260344743729,0.7915260344743729
0.7833864241838455,0.7833864241838455,0.7833864241838455,0.7833864241838455
0.7769728535413742,0.7769728535413742,0.7769728535413742,0.7769728535413742
0.7468053574860096,0.7468053574860096,0.7468053574860096,0.7468053574860096
0.7908611349761486,0.7908611349761486,0.7908611349761486,0.7908611349761486
0.7537094761431217,0.7537094761431217,0.7537094761431217,0.7537094761431217
0.7766088213026524,0.7766088213026524,0.7766088213026524,0.7766088213026524
0.7664625281095505,0.7664625281095505,0.7664625281095505,0.7664625281095505
0.7775474032759666,0.7775474032759666,0.7775474032759666,0.7775474032759666
0.7836218339204788,0.7836218339204788,0.7836218339204788,0.7836218339204788
0.7581689183413982,0.7581689183413982,0.7581689183413982,0.7581689183413982
0.7372131916880608,0.7372131916880608,0.7372131916880608,0.7372131916880608
0.7273818364739418,0.7273818364739418,0.7273818364739418,0.7273818364739418
0.7781158444285393,0.7781158444285393,0.7781158444285393,0.7781158444285393
0.7875050777196884,0.7875050777196884,0.7875050777196884,0.7875050777196884
0.8080648805201054,0.8080648805201054,0.8080648805201054,0.8080648805201054
0.7446813158690929,0.7446813158690929,0.7446813158690929,0.7446813158690929
0.7582828836143016,0.7582828836143016,0.7582828836143016,0.7582828836143016
0.8023322600126267,0.8023322600126267,0.8023322600126267,0.8023322600126267
0.778570049405098,0.778570049405098,0.778570049405098,0.778570049405098
0.7580347260832787,0.7580347260832787,0.7580347260832787,0.7580347260832787
0.6953730461001396,0.6953730461001396,0.6953730461001396,0.6953730461001396
0.732688185274601,0.732688185274601,0.732688185274601,0.732688185274601
0.7352782242000103,0.7352782242000103,0.7352782242000103,0.7352782242000103
0.712978330552578,0.712978330552578,0.712978330552578,0.712978330552578
0.72622234351933,0.72622234351933,0.72622234351933,0.72622234351933
0.7714177396893501,0.7714177396893501,0.7714177396893501,0.7714177396893501
0.8032256104052067,0.8032256104052067,0.8032256104052067,0.8032256104052067
0.7691817533969879,0.7691817533969879,0.7691817533969879,0.7691817533969879
0.7270707841217517,0.7270707841217517,0.7270707841217517,0.7270707841217517
0.7140345476567745,0.7140345476567745,0.7140345476567745,0.7140345476567745
0.7674561458826065,0.7674561458826065,0.7674561458826065,0.7674561458826065
0.7269661572575569,0.7269661572575569,0.7269661572575569,0.7269661572575569
0.764798633158207,0.764798633158207,0.764798633158207,0.764798633158207
0.7175095877051354,0.7175095877051354,0.7175095877051354,0.7175095877051354
0.7353958728909492,0.7353958728909492,0.7353958728909492,0.7353958728909492
0.7745850433409214,0.7745850433409214,0.7745850433409214,0.7745850433409214
0.7178084579110146,0.7178084579110146,0.7178084579110146,0.7178084579110146
0.7455995398759842,0.7455995398759842,0.7455995398759842,0.7455995398759842
0.7173825997114182,0.7173825997114182,0.7173825997114182,0.7173825997114182
0.6965543049573898,0.6965543049573898,0.6965543049573898,0.6965543049573898
0.7468133585900069,0.7468133585900069,0.7468133585900069,0.7468133585900069
0.7463100656867028,0.7463100656867028,0.7463100656867028,0.7463100656867028
0.7491770270466804,0.7491770270466804,0.7491770270466804,0.7491770270466804
0.7277445837855339,0.7277445837855339,0.7277445837855339,0.7277445837855339
0.7533595764636993,0.7533595764636993,0.7533595764636993,0.7533595764636993
0.7357646709680558,0.7357646709680558,0.7357646709680558,0.7357646709680558
0.717246248871088,0.717246248871088,0.717246248871088,0.717246248871088
0.6898607343435288,0.6898607343435288,0.6898607343435288,0.6898607343435288
0.7437849178910255,0.7437849178910255,0.7437849178910255,0.7437849178910255
0.7103337274491787,0.7103337274491787,0.7103337274491787,0.7103337274491787
0.7603336465358734,0.7603336465358734,0.7603336465358734,0.7603336465358734
0.7165804395079612,0.7165804395079612,0.7165804395079612,0.7165804395079612
0.698041498363018,0.698041498363018,0.698041498363018,0.698041498363018
0.7057796853780747,0.7057796853780747,0.7057796853780747,0.7057796853780747
0.6581731675565243,0.6581731675565243,0.6581731675565243,0.6581731675565243
0.6790234619379043,0.6790234619379043,0.6790234619379043,0.6790234619379043
0.7753864303231239,0.7753864303231239,0.7753864303231239,0.7753864303231239
0.7257902449369431,0.7257902449369431,0.7257902449369431,0.7257902449369431
0.715437108874321,0.715437108874321,0.715437108874321,0.715437108874321
0.7968103216588497,0.7968103216588497,0.7968103216588497,0.7968103216588497
0.7355830946564674,0.7355830946564674,0.7355830946564674,0.7355830946564674
0.672192780226469,0.672192780226469,0.672192780226469,0.672192780226469
0.7075042676925659,0.7075042676925659,0.7075042676925659,0.7075042676925659
0.6900499987602234,0.6900499987602234,0.6900499987602234,0.6900499987602234
0.7563592278957367,0.7563592278957367,0.7563592278957367,0.7563592278957367
0.6859138622879982,0.6859138622879982,0.6859138622879982,0.6859138622879982
0.7054759927093983,0.7054759927093983,0.7054759927093983,0.7054759927093983
0.6698821744322777,0.6698821744322777,0.6698821744322777,0.6698821744322777
0.6459120294451713,0.6459120294451713,0.6459120294451713,0.6459120294451713
0.47538644455373286,0.4981275725364685,0.5012746652960778,0.5563828472793102
0.45861195169389246,0.4934923876821995,0.4926393130421638,0.4698649197071791
0.48995050266385076,0.4588116665184498,0.4713614673912525,0.4337621437013149
0.4755740177631378,0.4833740180730819,0.5077423936128617,0.4608306771516799
0.421059889793396,0.4883767396211624,0.4614885941147804,0.4740195502340794
0.5108806231990457,0.4336963388323784,0.5140056036412716,0.4934022225439548
0.5117732539772988,0.4563301723450422,0.5186129704117775,0.4849456639960408
0.5276603849232196,0.4572926666587591,0.4500151561945676,0.5046145539730787
0.5491824379563331,0.4541919133067131,0.5069461341574788,0.463125287219882
0.594622442573309,0.4546826892346143,0.4747588323056698,0.4698767766356468
0.5916532066464424,0.484946713000536,0.4654847133159637,0.4895561693608761
0.558724338710308,0.4281985527276993,0.491915071606636,0.4692752563208341
0.5879072794318199,0.4118762157857418,0.4897839614748955,0.498676614165306
0.5686445883661508,0.4229780341684818,0.4450755631178617,0.4651093649119138
0.5780313339829445,0.418362093642354,0.4679312311112881,0.4819755406677723
0.6260060626268387,0.456111000701785,0.4590663228929043,0.4488859175890684
0.6075303085148335,0.4029308719187975,0.4426972575485706,0.4650515533983707
0.6080520908534527,0.4424705325067043,0.4182465023547411,0.50250900760293
0.6029914230108261,0.4625385519117116,0.5130856020748615,0.4570514252781868
0.6245360659062862,0.5004219356179237,0.4443665140867233,0.5036208437383175
0.6288099560141563,0.4272879330813884,0.4380042912065983,0.4803013828396797
0.5886513115465641,0.4291248744726181,0.4707892173528671,0.4401279231160879
0.5810778078436851,0.4098918605223298,0.502747203707695,0.4732297889888286
0.6197900359332561,0.41442198805511,0.429840235337615,0.4380232711136341
0.5578818519413471,0.4635298527032137,0.45856549911201,0.4704384383559227
0.6096972104907036,0.4031720455735922,0.4612226661294699,0.4141327975690365
0.6233019053936004,0.4626945175230503,0.4433785888552666,0.46941490188241
0.6013847887516022,0.43110371548682447,0.4484357996284962,0.4895105317234993
0.6067187984287739,0.3995129134505987,0.4534930104017258,0.4420358617603779
0.602649916857481,0.4545576179772615,0.4588421472162008,0.4601822996139526
0.5867665275931359,0.4218641417473555,0.4519165475666523,0.4543923442810774
0.6273381876945495,0.4533599124103784,0.4421591793000698,0.4889792907238006
0.5782875365018845,0.4465152782946825,0.4329496606066823,0.4168707165122032
0.6175527334213257,0.4309669941663742,0.448211814314127,0.5117775918543339
0.6126270976662636,0.4252054108679294,0.445097576007247,0.4529997703433037
0.5714506978541612,0.3994560071080923,0.4267472819983959,0.4555499199032783
0.6066746836155653,0.4274034824222326,0.4139529430866241,0.4709796517342329
0.6023799161612987,0.432082936540246,0.4559741406887769,0.4498418003320694
0.5387470535933971,0.4308793358504772,0.4933301555365324,0.4409215351939201
0.6428609158098698,0.4320260508358478,0.4028687182813882,0.4354327373951673
0.5906891477108002,0.4433804873377084,0.4080771027505397,0.4632202087342739
0.5393761628866196,0.4335391210019588,0.4585250840336084,0.4728596474975347
0.5443422912061214,0.3891238702833652,0.4068330255150795,0.4597333961725235
0.5360651110112667,0.3885646866261959,0.4080368378385901,0.4465673850476742
0.5697313843667507,0.393051233291626,0.4734708400443196,0.443549667596817
0.6136364869773387,0.4280809812247753,0.4557934895157814,0.4743029451370239
0.5930465161800385,0.4043065547943115,0.4363317811861634,0.4380301799625158
0.6181188820302487,0.3982920300960541,0.4231131897866726,0.4516762892156839
0.6039154414832592,0.4187315286695957,0.4931416663527488,0.4275015357136726
0.5727093172073364,0.4238119002431631,0.4139718355424702,0.4243187668174505
0.6429297284340525,0.4239136728644371,0.434506703466177,0.4866193185001611
0.604230167279202,0.4115588124096394,0.4605393947660923,0.4105304463952779
0.620646988115668,0.4153696210682392,0.4393452773988247,0.4186953045427799
0.6564597508324888,0.3753463812544942,0.464721901640296,0.4652655443549156
0.6458666279774825,0.4053368951380253,0.4642046282440424,0.4290719674527645
0.5651464195886683,0.4368221674114466,0.4688840624690056,0.4787986212968826
0.6198340769003093,0.4243513382226229,0.46707309436053035,0.4521699304878712
0.58858133526338,0.4118805090337992,0.4652621262520551,0.4637523809075355
0.5899472271271075,0.4170854967087507,0.4482647497206926,0.4392684543132782
0.6045264316091734,0.4041553735733032,0.4246682681888342,0.4484541565924883
0.5969631237269419,0.4263795375078916,0.4900487698614597,0.4614867860823869
0.6341399726866773,0.4451874156296253,0.4253872729092836,0.460423703789711
0.6144698970382534,0.3821562233567238,0.436816196590662,0.442494957447052
0.5963284317880552,0.3983051007613539,0.4673673775047063,0.3974373612552881
0.6054702948495924,0.4503965505957603,0.4741345345973968,0.4039628668501973
0.6023437624905874,0.4622729104757309,0.4424972271174192,0.4248362365365028
0.6352694275111609,0.4366454924643039,0.4833429116010665,0.4568459408730268
0.5870547683163444,0.4086438553035259,0.4399757718294859,0.438063316270709
0.6017590640409841,0.416758551299572,0.4147646840661764,0.4208563213050365
0.5686416258189232,0.4391686445474624,0.4602361357957125,0.4231124398857355
0.5204367063952441,0.4163653181493282,0.4228536655008792,0.4502709577977657
0.6114219551073243,0.4559608725458383,0.4374648109078407,0.4439344727993011
0.617403755695302,0.380057155713439,0.4490485998988152,0.4410201246291399
0.5718175809063615,0.4186880166456103,0.4406156380474567,0.4627004289627075
0.6572786733747985,0.4215435981750488,0.4126398707181215,0.4260470116883516
0.551609390399919,0.4319028129428625,0.3967453861236572,0.4125424764305353
0.5941743547464082,0.4101877847313881,0.4563896510004997,0.4744228088110685
0.5875647796101571,0.432676272764802,0.4379852925240993,0.4653233221173286
0.6363675166822527,0.4264727093279362,0.4215183138847351,0.4258394487947226
0.6345680063671892,0.3852734139561653,0.4514126962423324,0.4582155978679657
0.5972725128975664,0.3938646253198385,0.4319638705998659,0.4207550597935915
0.6036060835212362,0.402935299500823,0.4323210791498422,0.4167763033136725
